"","x"
"3857","@billingtoni @deirdreheenan Or maybe it should be left to highlight the murder of Ian Ogle and in memory of him.
Very bad taste to promote hijacking this march to use it as a political vehicle for anything to do with Brexit. Shame on you."
"3858","@jeremycorbyn @unitetheunion Both you and McCluskey, along with leaver supporters, are the enablers of destruction to the welfare of workers in the UK auto industry. You have supported closing off their main market for sales and delivery of parts. Too late now. You should of stood against brexit earlier."
"3859","#Brexit causes panic in the automotive industry. https://t.co/ezHHWv9pUY @welt"
"3860","Interesting views from Karl Werner at @motonovofinance at today’s #fandiSummit - what do these stats look like 2-years later #Brexit ‘the age gap’ 
@CoxAutomotiveUK @ManheimUK @NextGearCap @ModixUK_ @MovexUK https://t.co/MhGzlDhdV8"
"3861","Remainers - ""If we Brexit, The Car Companies Will Leave""
Leavers - ""PROJECT FEAR""
Car Companies ""Um, We're Leaving""
Leavers ""PROJECT COINCIDENCE""
Remainers - (Facepalm)

Toyota warns of potential pullout from Britain on no-deal Brexit https://t.co/aYaBD4LaaD via @technology"
"3862","Does anyone know if the ADR ""The European Car Rental Conciliation Service (ECRCS)"" https://t.co/JxNdmeoi4N continues to accept cases were the car rental has taken place in the #UK after a possible #hardbrexit? @eccireland @ECC_web @UKEEC #Brexit https://t.co/FdGt8mqu2v"
"3863","@eccireland @ECC_web @UkeeC Thank you @EVZ_Deutschland for getting this confirmation from ECRCS: 
A decision has been made that after Brexit, regardless of whether there is a deal or no deal, the ECRCS will accept cases relating to the European Union and the UK. 
European Car Rental Conciliation Service"
"3864","Toyota is the latest auto giant to threaten to pull out of the UK in the event of a 'bad Brexit'
https://t.co/VmQK216kaZ

Japanese auto giant Toyota has warned that it... https://t.co/k8xjFZHx6a"
"3865","Toyota is the latest auto giant to threaten to pull out of the UK in the event of a 'bad Brexit' https://t.co/Y44BiVfNn0"
"3866","<U+0001F4F0>| Our @AstonBusiness expert @dgbailey has been quoted in an article exploring the way that Brexit is ""turning the screws"" on the UK auto industry

<U+27A1>https://t.co/RXLKB4yl2T https://t.co/C94jQ5YRyu"
"3867","@JeromeDavies1 @votes_17 @Brexit So you stood in on all the board meetings of every car manufacturer who is saying they will leave the UK, right ? No didn't think so and unless your psychic you haven't got a clue the real reasons. But carry on disbelieving its project fear <U+0001F44E>"
"3868","Brexit ‘protest’ such not from Britain the Cowardly Lion - FR customs testing out ‘reinforced checks’ (UK becomes 3rd country so sure) -&gt; 50 mile traffic jam (rotting fruit anyone? Car parts for jit manufacturing?) https://t.co/GfUhXWyEOt"
"3869","@lisaonpolitics @BarryHeaven @imajsaclaimant @davidagoodland @LenMcCluskey In the last few years before the referendum the general trend was for more inward investment into UK car manufacturing, reversing the decline of the 70s and 80s. And, going forward, the UK is well capable of building electric vehicles. Well, except for one big problem - Brexit!"
"3870","@biggin_bilbo @SuzanneEvans1 @Barkers65 @Peston Only if you ignore reality. Car manufacturers closing and moving, pound down, business investment crumbling, trade negotiations going badly, countries standing abroad in tatters. If you think this is good, I’d hate to see what is bad. Luckily brexit won’t happen, so good news"
"3871","UK automotive industry warns of #Brexit exodus https://t.co/vs0Q615zry"
"3872","UK automotive industry warns of #brexit exodus

https://t.co/ECQs7DYJ0U"
"3873","@lunaperla @ORourkeGerry @campbellclaret you underestimate the turmoil in the auto industry. countries who's economies depend on auto production like japan and germany are in serious shit. flirting with recesssion for many reasons, LEAST of which is brexit. honda not relocating in europe !?"
"3874","@conorcrowley78 Hi Conor, you will need to contact us directly by phone in order to request a Green Card. Please see our list of FAQs around Brexit here https://t.co/TbY7pII9ZA for further details. Hope this helps. Regards, Andrew."
"3875","@DannyBellringer Hi Danny, please see our list of FAQs here for all the information that you will need surrounding Brexit: https://t.co/TbY7pII9ZA Hope this helps and feel free to DM if you have any further questions. Regards, Andrew."
"3876","@BritAbroad66 @VeteransBritain Take a look mate Japan is bankrupt! Keep this its updated by the second. Japan took its car industry home to save its own life not to attack us. Germany will do the same! Brexit has nowt to do with any of it, lies lies and lore lies https://t.co/S86qyWxvTw"
"3877","It is kind of unreal-seeming that a hard Brexit, which will ruin millions of people’s lives, is now only 22 days away. The only analogy I can imagine is watching film of a car driving towards a cliff’s edge, with its brakes broken, in slow motion. How is this happening?"
"3878","@simonj3291 @rsbarrington @jamesthelegend @DeborahMeaden @BMW @ToyotaUK Read this written evidence from Honda to the select committee, where they state that access to the Single Market and Customs Union is vital to their business, then tell me it's not about Brexit https://t.co/G5hsxbzHsN"
"3879","@fiannabradley @DPJHodges @Conservatives That's not what the car manufacture said, It's seems more to do with the push to electric cars &amp; the removal of car tariffs via EU/Japan trade deal, but I guess you know better than the boss of Honda.

You are an ideologue so in your world everything bad must be Brexit."
"3880","@votes_17 @Brexit Odd that so many car companies are reducing production or stopping altogether... completely as predicted because of the trade dislocations.

Carry on believing it's project fear though. 

There's one born every minute."
"3881","Alien tips for Brexitons, no. 45,389:

Ensure that you perservere with your boycott of all foreign car manufacturers pulling out of the UK because of Brexit, by losing your job because of Brexit and no longer being able to afford one."
"3882","@KoolarSmith @DPJHodges @Conservatives I was referring to jobs due to be lost in car (and associated )industry as a result of Brexit."
"3883","""The last time the A31 was used as vehicle park was during World War 2 when Britain fought for our friends in Europe. It is ironic to see it used again as the government now plans to do just the opposite.” #Brexit chaos in Winchester https://t.co/NAAOKrTcVG"
"3884","@faisalislam Faisal I assume you've been following @donnyc1975's tweets of the delays being caused near Calais for the vehicle checks which will be the norm after Brexit? Eg this one (HORRENDOUS 50-mile queues): https://t.co/6sLizujcek"
"3885","@MunroeL @nooouch @audioexpression @jeremycorbyn @unitetheunion Diesel is an issue, economic uncertainty a bigger issue and simply put car sales Globally are down, particularly China though JLR blame both that and Brexit. All sectors in the UK are moribund due to Brexit. Simple irrefutable and largely substantiated fact."
"3886","@MunroeL @nooouch @audioexpression @jeremycorbyn @unitetheunion It's more about the Inglewood room point in the industry. Brexit has a local effect, diesel was bad policy and electric is still not for the masses. It's a major hump in the automotive road."
"3887","@PAisthorpe @labourlewis @UKLabour The Honda thing is not all Brexit related but other Automotive problems are. He has only one ambition and that is to deliver Britain into a less prosperous wealthless Socialist State where only the State controls wealth and wellbeing. End of."
"3888","@audioexpression @nooouch @jeremycorbyn @unitetheunion Brexit however does and is impacting other areas of Automotive in the UK as well as Aerospace and many other industries. The lists are widely available."
"3889","@adamboultonSKY Derby slowdown is primarily a car industry issue with china, diesel , general global trade. Brexit has an influence but not on the scale implied. But of course Boulton bias will support and exacerbate that implication ."
"3890","How apt, one offending vehicle.

This is the biggest slap in the face going right now, it has even taken over Brexit and that's saying something https://t.co/qs8FGrwpq2"
"3891","@unitetheunion @dontbrexitfixit @itvnews This demo is insane. Corbyn's ""jobs first Brexit"" means the end of UK car making."
"3892","@labourlewis @Glensailing @UKLabour Jeremy may be panicking over the Honda bombshell and the realisation that his jobs first Brexit won't maintain the frictionless trade that makes car making possible, but he still wants to Leave."
"3893","@PoliticalJenga @AllisterHeath @Telegraph If your trying to link the current issues facing the automotive sector with Brexit you are very wide if the mark indeed !"
"3894","Up to London this morning for the @SMMT Commercial Vehicle Committee meeting. Should be another insightful gathering #brexit #vans #trucks #4x4s https://t.co/7dG2PD9Uoj"
"3895","@Carniphage @gavinesler More project fear trash.
OK, I'll look in detail at auto if you insist. For now let's put the Remainist lie of scaremongering over individual companies claiming adverse Brexit impacts while assiduously ignoring any claiming the converse, into context
https://t.co/MxN4XVmn2o"
"3896","@BBCNews So in fact it translates as him being POSITIVE about BREXIT. Which of course the BBC prefers not to make too clear.
Meanwhile fake BBC news whines over Trump telling the odious EU it could face 25% tariffs on its car exports to the US.
Hope he imposes it as soon as we Brexit!"
"3897","@RandomThawt @JohnODo22064740 @NadineDorries I agree that Brexit is a mess but that’s only because it’s being led by a Remainer in a Remain dominated parliament that doesn’t agree with the peoples vote.
That doesn’t alter the commercial realities and technical challenges that apply to European car manufacturing."
"3898","@4squaremiles @andyrome64 @BBCPolitics @bbclaurak @theresa_may And that's a consequence of Brexit? Do some research. JLR hit by falling demand in the Far East (Brexit?). Switch to electric from diesel impacting the car industry (Brexit?)."
