,x
12130,"Today I have been ordering gifts for the Brexit Special Yarn Boxes. I can tell you that I am now on intimate terms with every independent coffee producer in Italy, I know the address of every chocolatier in Brussels and I can recite the history of the Irish linen industry! https://t.co/i2S2vNVvlo"
12131,"I'm sure they'll be rioting, @annietrev, once shelves are emptying and jobs are lost. Get real.  You know that #Brexit is  entirely toxic and any benefits based on lies. https://t.co/i5hnE6K1gn"
12132,"No deal better than uncertainty, says head of German industry

https://t.co/k4JrgBh9VK"
12133,Rejected because they probably show that Thatchers government were hand in glove with police actions ? when Thereasa May promises labour increased workers rights to get her Brexit deal think of Orgreave. https://t.co/74SijLsjvm
12134,"@CarolineFlintMP That isn't your job..  You are a representative not a delegate. 

If you believe Remain is the best option, then your job is to fight for that. 

Not simply allow brexit to destroy jobs, despite the vote being fraudulent.."
12135,"@herbivore_club Jobs and Brexit, all you hear about on the news, it's insane"
12136,Does your Brexit plan include communicating with your work force? https://t.co/0B9LxpzjGT
12137,"The #FinTech sector is here to stay despite #Brexit.

The finch industry will continue to disrupt financial services, thereby revolutionising systems and processes, says Rosanna Woods, Managing Director of @Drooms_Group.

Learn more: https://t.co/EGS6XtBp53"
12138,"The latest edition is now live!

We take a look at the multi-billion pound fraud problem the banking industry is faced with and we delve into the future of technology innovation in the UK #FinTech sector after #Brexit, as well as much more.

https://t.co/sELNuPdNay https://t.co/EBQs39Nsef"
12139,"No. Just a few potential Brexit benefits include: targeted immigration; stimulate UK businesses into training people for skilled jobs; put British people back into jobs, cheaper foods; bring back judicial powers...... https://t.co/yxZDer3e34"
12140,"A company told on the phone they couldn't answer my questions ""because Brexit"". You can't script this 😂😂😂"
12141,"@EgleDagilyte Is brexit to be blamed for LK Bennett’s mistakes Dr Dagilyte? In many forms brexit is an exuse for businesses!!! In the past we have seen Company buyouts when businesses are on the brink of administration! Overall, brexit could become a positive outlook for future 😊...KIRMIZI@."
12142,#UK #autos industry under siege as #Brexit pressure escalates--investment down 80% over three years https://t.co/XPXHQ8GopN #trade #freetrade #manufacturing #Nissan #JaguarLandRover #Honda
12143,"@Jetworld @DeborahMeaden @Jamken22 Well first and foremost we can decide our own laws again, wouldn't that be nice?

Then we can also decide if we actually need 500,000 unskilled people doing jobs when we have 1.5 million people of our own ""looking"" for work, perhaps we can look at a change in policy after brexit?"
12144,"@Martyns5 @lenrichardson1 @DeborahMeaden @Jamken22 So when you asked what my reasons for leaving were and I stated:

Provable fact that unskilled workers cost more than they contribute

So me answering your question and demonstrating why I made the statement is deflecting?

And it has EVERYTHING to do with brexit..."
12145,"7. You cannot #contribute to the economy.
This has an impact on goods, less purchases more #Unemployment!  Look at the car industry?  They say it's #Brexit! Is it really? The UK does #NOT invest in its employees.  Hence they look abroad for the skills shortage...and its cheaper!"
12146,"I don't think this remotely represents all Leavers, but:
a) 😂😂😂😂🤦‍♀️
b) Why are 'foreigners' in a doctor's job (or similar) permissible, but it's 'stealing jobs' if it's other roles? Yes to Moldovan midwives but no to Estonian electricians? I wonder how docs feel...
#Brexit https://t.co/6TM5DWjej3"
12147,"Marshall: ""Post Brexit, no CEO will consider the UK a location to put a space company. Why put your European base outside the single market of the largest trading block in the world?! Or likely without access to the main government  programs? Company after company will avoid it."""
12148,UK auto industry under siege as Brexit pressure escalates https://t.co/hvHscWCqHj
12149,"#NoDeal better than uncertainty, says head of #German industry https://t.co/kHqPtVIIDy"
12150,The translation industry has started lobbying to mitigate the potential fallout from Brexit https://t.co/XOtaFb3F3T #translationindustry https://t.co/Uz13nqHn9l
12151,"VAT registered? 

You should have received a letter from HMRC outlining the impact of a no deal Brexit on VAT. 

It contains the following three important actions ahead of 29 March 2019 👇
https://t.co/go3j4B5IQL https://t.co/CjcZ0SKPKF"
12152,@BremainInSpain Is that the Brexit with £350m a week for the NHS or the one where no jobs are lost?
12153,Theresa May accused of ‘empty rhetoric’ on workers’ rights to win support for Brexit deal https://t.co/a6DVx0YjfW
12154,"Can’t win, don’t vote! Ah taking back control. Strong and stable. Brexit must happen because of democracy. Know what I reckon ‘will of the people’ is..... do you f’ing jobs as government! https://t.co/jB4bLPq36Z"
12155,"@KJPoulton @BBCPolitics Be my guest:
https://t.co/64ndlNzzNE
https://t.co/KSAwRuPegL
https://t.co/Hpnda3SgbG https://t.co/nVcYce1NqE"
12156,@KJPoulton @BBCPolitics The facts here can be placed in the particular context of broader change and can't be attributed entirely to Brexit (though that is little solace to those affected): https://t.co/xc8vjZsscc
12157,"@BAJParry @Femi_Sorry @Nigel_Farage @OFOCBrexit How about the thousands of jobs already gone? How about the pound crashing through the floor on the day of the result and still not having recovered to this day to what it was?  Don't bother answering, like all brexit loons you will just dismiss any evidence given to you"
12158,"R4 interview with agency that recruits 8/9k workers pa for fruit farms. Average “English” applicants 2/3 pa! The rest from EU (damn those EU immigrants taking our jobs). Post Brexit they will recruit in Georgia, Russia and Moldova. What’s changed? @MrB_online @beamo"
12159,"Pharma industry swamped with no-deal Brexit info, says BIA https://t.co/vaUrFEqhDB via @pmlivecom"
12160,@Michael_Heaver @gord1919 She has got all her facts screwed up she’s only telling you what she wants you to hear she’s not telling you the truth about the car industry nissan said they were going And said it had nothing to do with do with Brexit
12161,"@Dragonblaze Yeah so production for them in Europe doesnt make sense as there market is elsewhere tariffs and shipping costs and all that, though company's have/ say they will pull out because of brexit eg Boeing"
12162,"British factories are cutting jobs and bracing for Brexit by stockpiling goods at a record pace, but consumers seem less worried. #UKretail
https://t.co/Xqn2oHCm7M"
12163,"Oh dear. I had assumed the German car manufacturers were on their way to save us.

https://t.co/U18BDYjJ0m"
12164,@irish_news Obviously Alex Easton doesn’t envisage a long political career - his party’s stance on brexit has brought the idea of a unity referendum front and centre of discussions.
12165,AUTOMOTIVE l With UK car industry being haunted by iminent Brexit the car of the year in the @GimsSwiss is a british one: The 100% electric SUV Jaguar I-Pace https://t.co/WWDfqWXLwQ
12166,"NEW JOBS REPORT: Brexit is looming on the horizon but there's plenty of positives in this month's Moving2Ireland Jobs Report.

Find out more here!
https://t.co/fg3dk22Q5R"
12167,Britain aims to build an industry-leading car-battery factory to accelerate a push into electric vehicles as Brexit and an over-exposure to diesel models hurts demand and jobs https://t.co/806t8fGKcp via @technology
12168,UK construction industry shrinks as Brexit hits confidence - business live https://t.co/joNVo9e5O9
12169,Heartbreaking! We have a Govt and an Opposition leader happy to stomach this Brexit damage to Britain's economy. The lives and employment of thousands of car workers mean nothing to either May or Corbyn so long as their political parties come out on top. Shameful &amp; inexcusable. https://t.co/QDJv8OBhQ5
12170,"@CannockRadio Carn't win no matter what she does, she gives money it's a bribe she doesn't give money and they don't care about the region. Get on with your jobs MP's use the money well, and deliver Brexit like we voted."
12171,"@4hopeandhealth @ColinCorbynista The 2017 manifesto said corporation tax would go up from 19% to 26% (a hike of 37%).  If Brexit was cancelled, that might be manageable.  On top of leaving the Single Market, it would be a massive double-whammy for investment and jobs"
12172,"@4hopeandhealth @ColinCorbynista Only whether they can be afforded.  Two nasty storm clouds looming over them: Brexit cost (see attached; Lab's proposal is essentially the second line), and the on-going extra cost to jobs &amp; investment of a 37% hike in business tax. https://t.co/rPfg8HVD6n"
12173,A difficult read for the construction sector. A quick glance at our forthcoming annual salary survey data (launching 20 March) confirms a level of Brexit concern for those involved in projects across the construction industry - more details to come https://t.co/FdJrBgr6zc
12174,@politics_tory Think of all the new unicorn herder jobs that are coming; plus the sunlit Brexit uplands we’re promised will need lots of staff to tend them. That’s BEFORE the NHS start their recruitment drive to spend that £350m/week. It’s all upside!!!
